date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:01:48	3446/3446	---M--	200	added ('OK')	image/png	etag:%229ec245fe367d51:0%22	https://madiratnam.com/lib/iCheck/skins/futurico/futurico%402x.png	C:/My%20Web%20Sites/madi/madiratnam.com/lib/iCheck/skins/futurico/futurico@2x.png	(from https://madiratnam.com/lib/iCheck/skins/futurico/futurico.css)
09:01:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:01:47%20GMT	https://madiratnam.com/css5/popuo-box.css	C:/My%20Web%20Sites/madi/madiratnam.com/css5/popuo-box.90.delayed	(from https://madiratnam.com/)
09:01:52	178179/178179	---M-Z	200	added ('OK')	text/css	etag:%2237a03a7d09ed51:0%22	https://madiratnam.com/css5/bootstrap.css	C:/My%20Web%20Sites/madi/madiratnam.com/css5/bootstrap.css	(from https://madiratnam.com/)
09:01:54	120431/120431	---M-Z	200	added ('OK')	text/css	etag:%229ff9dea7d09ed51:0%22	https://madiratnam.com/css5/bootstrap.min.css	C:/My%20Web%20Sites/madi/madiratnam.com/css5/bootstrap.min.css	(from https://madiratnam.com/)
09:01:55	49904/49904	---M-Z	200	added ('OK')	text/css	etag:%22b334daa7d09ed51:0%22	https://madiratnam.com/css5/style.css	C:/My%20Web%20Sites/madi/madiratnam.com/css5/style.css	(from https://madiratnam.com/)
09:01:57	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Tue,%2003%20Mar%202020%2017:01:55%20GMT	https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css5/font-awesome.min.css	C:/My%20Web%20Sites/madi/stackpath.bootstrapcdn.com/font-awesome/4.7.0/css5/font-awesome.min.94.delayed	(from https://madiratnam.com/)
09:01:59	74332/74332	---M--	200	added ('OK')	image/jpeg	etag:%22c93f8baad09ed51:0%22	https://madiratnam.com/images/cricle.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/cricle.jpg	(from https://madiratnam.com/)
09:02:02	3085/3085	---M-Z	200	added ('OK')	text/html	etag:%22aa1fbf23c272d51:0%22	https://madiratnam.com/index1.html	C:/My%20Web%20Sites/madi/madiratnam.com/index1.html	(from https://madiratnam.com/)
09:02:05	79643/79643	---M--	200	added ('OK')	image/jpeg	etag:%22a7301baad09ed51:0%22	https://madiratnam.com/images/cricle-2.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/cricle-2.jpg	(from https://madiratnam.com/)
09:02:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:03%20GMT	https://madiratnam.com/js/jquery-2.1.4.min.js	C:/My%20Web%20Sites/madi/madiratnam.com/js/jquery-2.1.4.min.98.delayed	(from https://madiratnam.com/)
09:02:09	67546/67546	---M-Z	200	added ('OK')	application/javascript	etag:%22b158e621e367d51:0%22	https://madiratnam.com/js/bootstrap.js	C:/My%20Web%20Sites/madi/madiratnam.com/js/bootstrap.js	(from https://madiratnam.com/)
09:02:10	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:08%20GMT	https://madiratnam.com/js/responsiveslides.min.js	C:/My%20Web%20Sites/madi/madiratnam.com/js/responsiveslides.min.9a.delayed	(from https://madiratnam.com/)
09:02:12	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:10%20GMT	https://madiratnam.com/js/SmoothScroll.min.js	C:/My%20Web%20Sites/madi/madiratnam.com/js/SmoothScroll.min.9b.delayed	(from https://madiratnam.com/)
09:02:14	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:11%20GMT	https://madiratnam.com/js/move-top.js	C:/My%20Web%20Sites/madi/madiratnam.com/js/move-top.9c.delayed	(from https://madiratnam.com/)
09:02:15	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:13%20GMT	https://madiratnam.com/js/easing.js	C:/My%20Web%20Sites/madi/madiratnam.com/js/easing.9d.delayed	(from https://madiratnam.com/)
09:02:19	12799/12799	---M--	200	added ('OK')	image/png	etag:%2231ea3dda2c37d51:0%22	https://madiratnam.com/User/assets/bootstrap/img/glyphicons-halflings.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/bootstrap/img/glyphicons-halflings.png	(from https://madiratnam.com/User/assets/bootstrap/css/bootstrap.min.css)
09:02:20	8777/8777	---M--	200	added ('OK')	image/png	etag:%22eb8efad72c37d51:0%22	https://madiratnam.com/User/assets/bootstrap/img/glyphicons-halflings-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/bootstrap/img/glyphicons-halflings-white.png	(from https://madiratnam.com/User/assets/bootstrap/css/bootstrap.min.css)
09:02:22	8143/8143	---M--	200	added ('OK')	image/png	etag:%22ba6fab1d2d37d51:0%22	https://madiratnam.com/User/assets/img/syncfusion-icons.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/syncfusion-icons.png	(from https://madiratnam.com/User/assets/css/metro.css)
09:02:24	5550/5550	---M--	200	added ('OK')	image/png	etag:%225e52cb1c2d37d51:0%22	https://madiratnam.com/User/assets/img/syncfusion-icons-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/syncfusion-icons-white.png	(from https://madiratnam.com/User/assets/css/metro.css)
09:02:26	27879/27879	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257af8edd2c37d51:0%22	https://madiratnam.com/User/assets/font-awesome/font/fontawesome-webfont.eot	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/font-awesome/font/fontawesome-webfont.eot	(from https://madiratnam.com/User/assets/font-awesome/css/font-awesome.css)
09:02:27	27879/27879	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cfc61df2c37d51:0%22	https://madiratnam.com/User/assets/font-awesome/font/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/font-awesome/font/fontawesome-webfontd41dd41d.eot	(from https://madiratnam.com/User/assets/font-awesome/css/font-awesome.css)
09:02:29	31840/31840	---M--	200	added ('OK')	font/x-woff	etag:%221c367cdf2c37d51:0%22	https://madiratnam.com/User/assets/font-awesome/font/fontawesome-webfont.woff	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/font-awesome/font/fontawesome-webfont.woff	(from https://madiratnam.com/User/assets/font-awesome/css/font-awesome.css)
09:02:31	60296/60296	---M--	200	added ('OK')	application/octet-stream	etag:%22786126df2c37d51:0%22	https://madiratnam.com/User/assets/font-awesome/font/fontawesome-webfont.ttf	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/font-awesome/font/fontawesome-webfont.ttf	(from https://madiratnam.com/User/assets/font-awesome/css/font-awesome.css)
09:02:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:30%20GMT	https://madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight.html	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight.a6.delayed	(from https://madiratnam.com/User/assets/css/style.css)
09:02:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:31%20GMT	https://madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight-2.html	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight-2.a7.delayed	(from https://madiratnam.com/User/assets/css/style.css)
09:02:35	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:33%20GMT	https://madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight-3.html	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight-3.a8.delayed	(from https://madiratnam.com/User/assets/css/style.css)
09:02:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:02:34%20GMT	https://madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight-4.html	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/assets/css1/CoconLight/CoconLight-4.a9.delayed	(from https://madiratnam.com/User/assets/css/style.css)
09:02:39	193/193	---M--	200	added ('OK')	image/png	etag:%225b3f121b2d37d51:0%22	https://madiratnam.com/User/assets/img/remove-icon-small.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/remove-icon-small.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:40	243/243	---M--	200	added ('OK')	image/png	etag:%226d33291c2d37d51:0%22	https://madiratnam.com/User/assets/img/sidebar-menu-arrow.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/sidebar-menu-arrow.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:42	1132/1132	---M--	200	added ('OK')	image/png	etag:%22424ea11b2d37d51:0%22	https://madiratnam.com/User/assets/img/search-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/search-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:43	312/312	---M--	200	added ('OK')	image/png	etag:%22bc22ec1a2d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-remove-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-remove-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:45	330/330	---M--	200	added ('OK')	image/png	etag:%22c6a8f2182d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-config-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-config-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:46	345/345	---M--	200	added ('OK')	image/png	etag:%2269e4741a2d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-reload-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-reload-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:48	256/256	---M--	200	added ('OK')	image/png	etag:%22fbf31f192d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-expand-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-expand-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:50	269/269	---M--	200	added ('OK')	image/png	etag:%22fc9c44182d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-collapse-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-collapse-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:51	260/260	---M--	200	added ('OK')	image/png	etag:%22456c9d1a2d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-remove-icon-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-remove-icon-white.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:53	320/320	---M--	200	added ('OK')	image/png	etag:%221deef5172d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-config-icon-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-config-icon-white.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:54	324/324	---M--	200	added ('OK')	image/png	etag:%22222a97192d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-reload-icon-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-reload-icon-white.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:56	239/239	---M--	200	added ('OK')	image/png	etag:%22e1ef9b192d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-expand-icon-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-expand-icon-white.png	(from https://madiratnam.com/User/assets/css/style.css)
09:02:58	240/240	---M--	200	added ('OK')	image/png	etag:%221b1ba0172d37d51:0%22	https://madiratnam.com/User/assets/img/portlet-collapse-icon-white.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/portlet-collapse-icon-white.png	(from https://madiratnam.com/User/assets/css/style.css)
09:03:00	514/514	---M--	200	added ('OK')	image/png	etag:%22afb79d172d37d51:0%22	https://madiratnam.com/User/assets/img/overlay-icon.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/overlay-icon.png	(from https://madiratnam.com/User/assets/css/style.css)
09:03:02	1240/1240	---M--	200	added ('OK')	image/png	etag:%22476446162d37d51:0%22	https://madiratnam.com/User/assets/img/icon-color.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/icon-color.png	(from https://madiratnam.com/User/assets/css/style.css)
09:03:03	1031/1031	---M--	200	added ('OK')	image/png	etag:%22fd1719162d37d51:0%22	https://madiratnam.com/User/assets/img/icon-color-close.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/icon-color-close.png	(from https://madiratnam.com/User/assets/css/style.css)
09:03:05	999/999	---M--	200	added ('OK')	image/png	etag:%22ebabef162d37d51:0%22	https://madiratnam.com/User/assets/img/icon-img-up.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/icon-img-up.png	(from https://madiratnam.com/User/assets/css/style.css)
09:03:07	1023/1023	---M--	200	added ('OK')	image/png	etag:%22a7d699162d37d51:0%22	https://madiratnam.com/User/assets/img/icon-img-down.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/icon-img-down.png	(from https://madiratnam.com/User/assets/css/style.css)
09:03:09	567/567	---M--	200	added ('OK')	image/jpeg	etag:%22524bd1c2d37d51:0%22	https://madiratnam.com/User/assets/img/sidebar-toggler.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/sidebar-toggler.jpg	(from https://madiratnam.com/User/assets/css/style_default.css)
09:03:11	163/163	---M--	200	added ('OK')	image/png	etag:%22985bb71d2d37d51:0%22	https://madiratnam.com/User/assets/img/sidebar-search-close.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/img/sidebar-search-close.png	(from https://madiratnam.com/User/assets/css/style_default.css)
09:03:13	31621/31621	---M--	200	added ('OK')	image/png	etag:%223d16dde82c37d51:0%22	https://madiratnam.com/User/assets/uniform/images/sprite.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/uniform/images/sprite.png	(from https://madiratnam.com/User/assets/uniform/css/uniform.default.css)
09:03:15	143/143	---M--	200	added ('OK')	image/png	etag:%221d4538e32c37d51:0%22	https://madiratnam.com/User/assets/uniform/images/bg-input-focus.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/uniform/images/bg-input-focus.png	(from https://madiratnam.com/User/assets/uniform/css/uniform.default.css)
09:03:17	143/143	---M--	200	added ('OK')	image/png	etag:%2275d3f5e72c37d51:0%22	https://madiratnam.com/User/assets/uniform/images/bg-input.png	C:/My%20Web%20Sites/madi/madiratnam.com/User/assets/uniform/images/bg-input.png	(from https://madiratnam.com/User/assets/uniform/css/uniform.default.css)
09:03:20	45217/45217	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2005%20Nov%202019%2012:33:34%20GMT	https://madiratnam.com/login.aspx?_TSM_HiddenField_=ToolkitScriptManager1_HiddenField&_TSM_CombinedScripts_=%3b%3bAjaxControlToolkit%2c+Version%3d3.5.40412.0%2c+Culture%3dneutral%2c+PublicKeyToken%3d28f01b0e84b6d53e%3aen-US%3a1547e793-5b7e-48fe-8490-03a375b13a33%3ade1feab2%3af9cec9bc%3a35576c48	C:/My%20Web%20Sites/madi/madiratnam.com/login6346.js	(from https://madiratnam.com/login.aspx)
09:03:24	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2294a8184ee267d51:0%22	https://madiratnam.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/madi/madiratnam.com/fonts/glyphicons-halflings-regular.eot	(from https://madiratnam.com/css5/bootstrap.min.css)
09:03:26	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2294a8184ee267d51:0%22	https://madiratnam.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/madi/madiratnam.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://madiratnam.com/css5/bootstrap.min.css)
09:03:28	18028/18028	---M--	200	added ('OK')	font/x-woff2	etag:%2297cffb50e267d51:0%22	https://madiratnam.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/madi/madiratnam.com/fonts/glyphicons-halflings-regular.woff2	(from https://madiratnam.com/css5/bootstrap.min.css)
09:03:31	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%229eebe350e267d51:0%22	https://madiratnam.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/madi/madiratnam.com/fonts/glyphicons-halflings-regular.woff	(from https://madiratnam.com/css5/bootstrap.min.css)
09:03:33	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225b195050e267d51:0%22	https://madiratnam.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/madi/madiratnam.com/fonts/glyphicons-halflings-regular.ttf	(from https://madiratnam.com/css5/bootstrap.min.css)
09:03:35	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%22f3dd5450e267d51:0%22	https://madiratnam.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/madi/madiratnam.com/fonts/glyphicons-halflings-regular.svg	(from https://madiratnam.com/css5/bootstrap.min.css)
09:03:36	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:34%20GMT	https://madiratnam.com/images/left11.png	C:/My%20Web%20Sites/madi/madiratnam.com/images/left11.c8.delayed	(from https://madiratnam.com/css5/style.css)
09:03:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:36%20GMT	https://madiratnam.com/images/right11.png	C:/My%20Web%20Sites/madi/madiratnam.com/images/right11.c9.delayed	(from https://madiratnam.com/css5/style.css)
09:03:39	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:37%20GMT	https://madiratnam.com/images/dott.png	C:/My%20Web%20Sites/madi/madiratnam.com/images/dott.ca.delayed	(from https://madiratnam.com/css5/style.css)
09:03:41	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:38%20GMT	https://madiratnam.com/images/1.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/1.cb.delayed	(from https://madiratnam.com/css5/style.css)
09:03:43	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:40%20GMT	https://madiratnam.com/images/6.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/6.cc.delayed	(from https://madiratnam.com/css5/style.css)
09:03:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:42%20GMT	https://madiratnam.com/images/5.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/5.cd.delayed	(from https://madiratnam.com/css5/style.css)
09:03:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:43%20GMT	https://madiratnam.com/images/7.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/7.ce.delayed	(from https://madiratnam.com/css5/style.css)
09:03:47	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:45%20GMT	https://madiratnam.com/images/bann2.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/bann2.cf.delayed	(from https://madiratnam.com/css5/style.css)
09:03:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:47%20GMT	https://madiratnam.com/images/stats.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/stats.d0.delayed	(from https://madiratnam.com/css5/style.css)
09:03:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:49%20GMT	https://madiratnam.com/images/arr.png	C:/My%20Web%20Sites/madi/madiratnam.com/images/arr.d1.delayed	(from https://madiratnam.com/css5/style.css)
09:03:57	3453/3453	---M--	200	added ('OK')	image/png	etag:%22d6a5e01ae367d51:0%22	https://madiratnam.com/intro_product/a.png	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/a.png	(from https://madiratnam.com/index1.html)
09:03:57	478519/478519	---M--	200	added ('OK')	image/jpeg	etag:%227b3a23a9d09ed51:0%22	https://madiratnam.com/images/banner-1.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/banner-1.jpg	(from https://madiratnam.com/css5/style.css)
09:03:58	3968/3968	---M-Z	200	added ('OK')	text/css	etag:%22588bd614e267d51:0%22	https://madiratnam.com/css1/demo.css	C:/My%20Web%20Sites/madi/madiratnam.com/css1/demo.css	(from https://madiratnam.com/index1.html)
09:04:00	2332/2332	---M-Z	200	added ('OK')	text/css	etag:%22d9cd8b15e267d51:0%22	https://madiratnam.com/css1/style.css	C:/My%20Web%20Sites/madi/madiratnam.com/css1/style.css	(from https://madiratnam.com/index1.html)
09:04:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:03:59%20GMT	https://madiratnam.com/js1/modernizr.custom.53451.js	C:/My%20Web%20Sites/madi/madiratnam.com/js1/modernizr.custom.53451.d6.delayed	(from https://madiratnam.com/index1.html)
09:04:04	109271/109271	---M--	200	added ('OK')	image/png	etag:%223dd87ca9e267d51:0%22	https://madiratnam.com/images/logo.png	C:/My%20Web%20Sites/madi/madiratnam.com/images/logo.png	(from https://madiratnam.com/index1.html)
09:04:06	172661/172661	---M--	200	added ('OK')	image/jpeg	etag:%22b56b119e367d51:0%22	https://madiratnam.com/intro_product/1.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/1.jpg	(from https://madiratnam.com/index1.html)
09:04:11	158209/158209	---M--	200	added ('OK')	image/jpeg	etag:%22ed46bc18e367d51:0%22	https://madiratnam.com/intro_product/2.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/2.jpg	(from https://madiratnam.com/index1.html)
09:04:11	185613/185613	---M--	200	added ('OK')	image/jpeg	etag:%22f9dc7319e367d51:0%22	https://madiratnam.com/intro_product/3.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/3.jpg	(from https://madiratnam.com/index1.html)
09:04:13	217412/217412	---M--	200	added ('OK')	image/jpeg	etag:%227f8d8419e367d51:0%22	https://madiratnam.com/intro_product/4.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/4.jpg	(from https://madiratnam.com/index1.html)
09:04:15	122780/122780	---M--	200	added ('OK')	image/jpeg	etag:%228f66611be367d51:0%22	https://madiratnam.com/intro_product/5.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/5.jpg	(from https://madiratnam.com/index1.html)
09:04:17	172844/172844	---M--	200	added ('OK')	image/jpeg	etag:%22f9adc31be367d51:0%22	https://madiratnam.com/intro_product/6.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/6.jpg	(from https://madiratnam.com/index1.html)
09:04:18	26867/26867	---M-Z	200	added ('OK')	text/html	etag:%22532ae622c272d51:0%22	https://madiratnam.com/home.html	C:/My%20Web%20Sites/madi/madiratnam.com/home.html	(from https://madiratnam.com/index1.html)
09:04:19	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:04:18%20GMT	https://madiratnam.com/js1/jquery.min.js	C:/My%20Web%20Sites/madi/madiratnam.com/js1/jquery.min.df.delayed	(from https://madiratnam.com/index1.html)
09:04:21	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:04:19%20GMT	https://madiratnam.com/js1/jquery.gallery.js	C:/My%20Web%20Sites/madi/madiratnam.com/js1/jquery.gallery.e0.delayed	(from https://madiratnam.com/index1.html)
09:04:26	28284/28284	---M--	200	added ('OK')	image/png	etag:%2289e2851de367d51:0%22	https://madiratnam.com/intro_product/browser.png	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/browser.png	(from https://madiratnam.com/css1/style.css)
09:04:27	4856/4856	---M--	200	added ('OK')	image/png	etag:%22b22c281be367d51:0%22	https://madiratnam.com/intro_product/arrows.png	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/arrows.png	(from https://madiratnam.com/css1/style.css)
09:04:29	58654/58654	---M-Z	200	added ('OK')	text/css	etag:%22b0e3dbdb4169d51:0%22	https://madiratnam.com/best1_files/style.css	C:/My%20Web%20Sites/madi/madiratnam.com/best1_files/style.css	(from https://madiratnam.com/home.html)
09:04:29	1072915/1072915	---M--	200	added ('OK')	image/png	etag:%22bc7d120e367d51:0%22	https://madiratnam.com/intro_product/bg.png	C:/My%20Web%20Sites/madi/madiratnam.com/intro_product/bg.png	(from https://madiratnam.com/css1/demo.css)
09:04:31	49023/49023	---M-Z	200	added ('OK')	text/css	etag:%22c51fad94169d51:0%22	https://madiratnam.com/best1_files/menu.css	C:/My%20Web%20Sites/madi/madiratnam.com/best1_files/menu.css	(from https://madiratnam.com/home.html)
09:04:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:04:30%20GMT	https://madiratnam.com/images/favicon.html	C:/My%20Web%20Sites/madi/madiratnam.com/images/favicon.e6.delayed	(from https://madiratnam.com/home.html)
09:04:34	72174/72174	---M-Z	200	added ('OK')	application/javascript	etag:%2287df65d74169d51:0%22	https://madiratnam.com/best1_files/jquery.min.js	C:/My%20Web%20Sites/madi/madiratnam.com/best1_files/jquery.min.js	(from https://madiratnam.com/home.html)
09:04:36	6503/6503	---M-Z	200	added ('OK')	application/javascript	etag:%221dadddd94169d51:0%22	https://madiratnam.com/best1_files/modernizr.custom.86080.js	C:/My%20Web%20Sites/madi/madiratnam.com/best1_files/modernizr.custom.86080.js	(from https://madiratnam.com/home.html)
09:04:38	20427/20427	---M--	200	added ('OK')	image/jpeg	etag:%2253b5b2abe267d51:0%22	https://madiratnam.com/images/logo_imgnb2.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/logo_imgnb2.jpg	(from https://madiratnam.com/home.html)
09:04:39	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:04:37%20GMT	https://madiratnam.com/images/logo_diya.html	C:/My%20Web%20Sites/madi/madiratnam.com/images/logo_diya.ea.delayed	(from https://madiratnam.com/home.html)
09:04:41	16187/16187	---M--	200	added ('OK')	image/jpeg	etag:%2282642cabe267d51:0%22	https://madiratnam.com/images/logo_asmi.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/logo_asmi.jpg	(from https://madiratnam.com/home.html)
09:04:43	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:04:41%20GMT	https://madiratnam.com/images/dddamas.html	C:/My%20Web%20Sites/madi/madiratnam.com/images/dddamas.ec.delayed	(from https://madiratnam.com/home.html)
09:04:45	22609/22609	---M--	200	added ('OK')	image/jpeg	etag:%226fa01fb4e267d51:0%22	https://madiratnam.com/images/pari.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/pari.jpg	(from https://madiratnam.com/home.html)
09:04:47	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Mar%202020%2017:04:44%20GMT	https://madiratnam.com/horse.html	C:/My%20Web%20Sites/madi/madiratnam.com/horse.ee.delayed	(from https://madiratnam.com/home.html)
09:04:52	101392/101392	---M--	200	added ('OK')	image/jpeg	etag:%22d2f4509ae267d51:0%22	https://madiratnam.com/images/gol1.jpg	C:/My%20Web%20Sites/madi/madiratnam.com/images/gol1.jpg	(from https://madiratnam.com/home.html)
